This is HeaderINFO  2012-07-04 11:01:23,995 21219ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
DEBUG 2012-07-04 11:46:07,422 127390ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:46:07,422 127390ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:46:07,422 127390ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:46:07,453 127421ms MainViewModel          SetLesson          - || == Current Item : 3/93
DEBUG 2012-07-04 11:46:07,516 127484ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:46:07,516 127484ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 11:46:08,750 128718ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:46:09,516 129484ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 11:46:10,078 130046ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 11:46:10,969 130937ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:46:12,906 132875ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 11:46:13,422 133390ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
This is HeaderINFO  2012-07-04 11:47:31,297 34437ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
INFO  2012-07-04 11:47:36,328 39468ms StudyConfigViewModel   OnOKExecute        - || {*} === OK Command Executed ===
INFO  2012-07-04 11:47:36,453 39593ms MainViewModel          Initialize         - || {*} === Initialize MainViewModel ===
DEBUG 2012-07-04 11:48:01,469 64609ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 11:48:01,469 64609ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:48:01,469 64609ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:48:01,469 64609ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:48:01,469 64609ms MainViewModel          SetLesson          - || == Current Item : 1/93
DEBUG 2012-07-04 11:48:01,797 64937ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:48:01,797 64937ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 11:48:16,797 79937ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-04 11:48:16,797 79937ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-04 11:48:16,797 79937ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-04 11:48:16,797 79937ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-04 11:48:16,797 79937ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-04 11:48:26,469 89609ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 11:48:26,469 89609ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:48:26,469 89609ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:48:26,469 89609ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:48:26,532 89672ms MainViewModel          SetLesson          - || == Current Item : 2/93
DEBUG 2012-07-04 11:48:26,626 89766ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:48:26,626 89766ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 11:48:41,626 104766ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-04 11:48:41,626 104766ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-04 11:48:41,626 104766ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :15
DEBUG 2012-07-04 11:48:41,626 104766ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-04 11:48:41,626 104766ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-04 11:48:51,470 114610ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 11:48:51,470 114610ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:48:51,470 114610ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:48:51,470 114610ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:48:51,548 114688ms MainViewModel          SetLesson          - || == Current Item : 3/93
DEBUG 2012-07-04 11:48:51,626 114766ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:48:51,626 114766ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
This is HeaderINFO  2012-07-04 11:52:30,535 21265ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
INFO  2012-07-04 11:52:33,410 24140ms StudyConfigViewModel   OnOKExecute        - || {*} === OK Command Executed ===
INFO  2012-07-04 11:52:33,566 24297ms MainViewModel          Initialize         - || {*} === Initialize MainViewModel ===
DEBUG 2012-07-04 11:52:58,567 49297ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 11:52:58,567 49297ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:52:58,567 49297ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:52:58,567 49297ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:52:58,567 49297ms MainViewModel          SetLesson          - || == Current Item : 1/93
DEBUG 2012-07-04 11:52:58,895 49625ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:52:58,895 49625ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 11:53:01,270 52000ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:53:03,035 53766ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 11:53:15,035 65766ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-04 11:53:15,035 65766ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-04 11:53:15,035 65766ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :16
DEBUG 2012-07-04 11:53:15,035 65766ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-04 11:53:15,035 65766ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-04 11:53:28,036 78766ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 11:53:28,036 78766ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:53:28,036 78766ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:53:28,036 78766ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:53:28,067 78797ms MainViewModel          SetLesson          - || == Current Item : 2/93
DEBUG 2012-07-04 11:53:28,145 78876ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:53:28,145 78876ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 11:53:34,083 84813ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:53:34,114 84844ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:53:34,770 85501ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 11:53:34,770 85501ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
This is HeaderINFO  2012-07-04 11:54:39,771 23531ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
INFO  2012-07-04 11:54:42,130 25890ms StudyConfigViewModel   OnOKExecute        - || {*} === OK Command Executed ===
INFO  2012-07-04 11:54:42,271 26031ms MainViewModel          Initialize         - || {*} === Initialize MainViewModel ===
DEBUG 2012-07-04 11:55:07,287 51047ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 11:55:07,287 51047ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:55:07,287 51047ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:55:07,287 51047ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:55:07,287 51047ms MainViewModel          SetLesson          - || == Current Item : 1/93
DEBUG 2012-07-04 11:55:07,693 51453ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:55:07,693 51453ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 11:55:09,553 53313ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:55:10,068 53828ms MainViewModel          CancelExecute      - ||{*} === Cancel Command Executed === 
INFO  2012-07-04 11:55:10,224 53985ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
DEBUG 2012-07-04 11:55:11,146 54906ms MainViewModel          oseTimerPopup>b__4 - || == Popup is current Stoped
DEBUG 2012-07-04 11:55:11,146 54906ms MainViewModel          oseTimerPopup>b__4 - || ==> CloseTimerPopup
DEBUG 2012-07-04 11:55:11,146 54906ms MainViewModel          oseTimerPopup>b__4 - || == Timer tick (_timerPopup) Status : False
This is HeaderINFO  2012-07-04 11:59:00,478 22219ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
INFO  2012-07-04 11:59:03,009 24750ms StudyConfigViewModel   OnOKExecute        - || {*} === OK Command Executed ===
INFO  2012-07-04 11:59:03,150 24891ms MainViewModel          Initialize         - || {*} === Initialize MainViewModel ===
DEBUG 2012-07-04 11:59:28,150 49891ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 11:59:28,150 49891ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 11:59:28,150 49891ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 11:59:28,150 49891ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 11:59:28,150 49891ms MainViewModel          SetLesson          - || == Current Item : 1/93
DEBUG 2012-07-04 11:59:28,432 50172ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 11:59:28,432 50172ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 11:59:31,072 52813ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:59:31,135 52876ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 11:59:31,713 53454ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:59:32,119 53860ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 11:59:32,650 54391ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 11:59:34,588 56329ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:59:35,135 56876ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 11:59:35,494 57235ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 11:59:46,416 68157ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 11:59:47,323 69063ms MainViewModel          HiddenPopupExecute - ||{*} === Hidden Popup Command Executed === 
DEBUG 2012-07-04 11:59:47,323 69063ms MainViewModel          HiddenPopupExecute - || == Popup Icon Status Is Close : False
INFO  2012-07-04 11:59:47,557 69298ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:00:03,557 85298ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-04 12:00:03,557 85298ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-04 12:00:03,557 85298ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :35
DEBUG 2012-07-04 12:00:03,557 85298ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-04 12:00:03,557 85298ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

DEBUG 2012-07-04 12:00:12,557 94298ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 12:00:12,557 94298ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 12:00:12,557 94298ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 12:00:12,557 94298ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 12:00:12,557 94298ms MainViewModel          SetLesson          - || == Current Item : 2/93
DEBUG 2012-07-04 12:00:12,604 94345ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 12:00:12,604 94345ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 12:00:15,229 96970ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:00:15,229 96970ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:00:15,354 97095ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:00:15,526 97267ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:00:15,636 97376ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:00:15,948 97689ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 12:00:16,479 98220ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:00:17,604 99345ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:00:19,026 100767ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 12:00:19,542 101283ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:00:21,136 102876ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:00:21,448 103189ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:00:37,464 119205ms MainViewModel          _waitForClose_Tick - || {*} === Initial Timer For Close Popup === 
INFO  2012-07-04 12:00:37,464 119205ms MainViewModel          _waitForClose_Tick - || ==> WaitBalloon() methods started 
DEBUG 2012-07-04 12:00:37,464 119205ms MainViewModel          <WaitBalloon>b__3  - || == View Timer :24
DEBUG 2012-07-04 12:00:37,464 119205ms MainViewModel          <WaitBalloon>b__3  - || ==> Popup Closed.......
DEBUG 2012-07-04 12:00:37,464 119205ms MainViewModel          <WaitBalloon>b__3  - || ================================= 

This is HeaderINFO  2012-07-04 12:01:25,574 23516ms StudyConfigViewModel   InitialData        - || {*} === InitialData ===
INFO  2012-07-04 12:01:27,653 25594ms StudyConfigViewModel   OnOKExecute        - || {*} === OK Command Executed ===
INFO  2012-07-04 12:01:27,793 25734ms MainViewModel          Initialize         - || {*} === Initialize MainViewModel ===
DEBUG 2012-07-04 12:01:52,794 50735ms MainViewModel          _timer_Tick        - || =============Summary=============
DEBUG 2012-07-04 12:01:52,794 50735ms MainViewModel          _timer_Tick        - || == Timer tick : True
DEBUG 2012-07-04 12:01:52,794 50735ms MainViewModel          _timer_Tick        - || == TimerPopup.Interval :00:00:25
DEBUG 2012-07-04 12:01:52,794 50735ms MainViewModel          _timer_Tick        - || == TimeOut :25
DEBUG 2012-07-04 12:01:52,794 50735ms MainViewModel          SetLesson          - || == Current Item : 1/93
DEBUG 2012-07-04 12:01:53,059 51000ms MainViewModel          <_timer_Tick>b__1  - || =================================

DEBUG 2012-07-04 12:01:53,059 51000ms MainViewModel          <_timer_Tick>b__1  - || ==> Is Popup Showing
INFO  2012-07-04 12:02:05,044 62985ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:02:06,247 64188ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 12:02:06,763 64704ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:02:07,294 65235ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:02:09,888 67829ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:02:09,997 67938ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:02:10,122 68063ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
INFO  2012-07-04 12:02:10,341 68282ms MainViewModel          eEnterExecute>b__0 - ||{*} === Fancy Ballon Mouse Enter Command Executed === 
INFO  2012-07-04 12:02:10,575 68516ms MainViewModel          ChangeSideExecute  - ||{*} === Change Side Command Executed === 
INFO  2012-07-04 12:02:11,107 69048ms MainViewModel          nMouseLeaveExecute - ||{*} === Fancy Ballon Mouse Leave  Command Executed === 
